,Player,Translated,Compounded_polarity,Sentiment
42054,S Watson,"Dhoni : My Cup is my Cup ...None of your Cup !!
Captain Ice 👏👏

Well played Shane Watson ...one of my fav 🤘

@ Kane… https://t.co/ZmrzwuDheR",7.955,Positive
42055,S Watson,one man army  A @ShaneRWatson33 special guides 121/58!! entertain of the year    Congress @ChennaiIPL to their thir… https://t.co/TfVukWSxQE,6.792,Positive
42057,S Watson,"Make friends with you
Dawat hamari !!! # IPL2018 Final #CSKVSRH #Shenewatson #Watson # IPL2018 https://t.co/Ji2vTI5mgv",6.093,Positive
42074,S Watson,No one would have thought that Shane Watson could turn the tide this way #IPL2018Final,-2.96,Negative
42079,S Watson,"#IPL2018Final #CSKvsSRH, #IPL2018Final: Shane Watson breaks plethora of records with match-winning 117 not out",0.0,Neutral
42081,S Watson,Tremendous 117 of 57 Shane Watson became Chennai's Super King a huge congratulations team @ChennaiIPL &amp; captain sup… https://t.co/ekDsyrupBW,8.779,Positive
42083,S Watson,"RT @sawangupta981: Champion Champion Champion champion,Every body knows #CSK is a champion, Watson is a champion, raina is champion,Rayudu…",9.661,Positive
42091,S Watson,"Definetley a team work
Cheers for him too..#Watson 
#IPL2018Final https://t.co/aw5TPeJB07",4.767,Positive
42105,S Watson,@ShaneRWatson33 ROCKS ...the 100 master... https://t.co/NvQhJjxaDY,0.0,Neutral
42140,S Watson,"RT @habeeb_hashim: #IPL2018Final
#CSKvSRH 
#IPL2018Final 
#Watson 

CSK won the IPL 2018, who won the heart ❤",8.126,Positive
42141,S Watson,"RT @Professor_Talks: Pic 1: Shane Watson in RCB

Pic 2: Shane Watson in CSK

#IPL2018 #IPL2018Final https://t.co/TFy4D74SBu",0.0,Neutral
42143,S Watson,"A match-winning innings by Watson and a supporting innings by Raina as CSK ace the chase comfortably.
#IPL2018Final… https://t.co/OSx7qqOHmZ",6.9079999999999995,Positive
42155,S Watson,IPL 2018 Final: Shane Watson's century powers CSK to third victory #VIVOIPL #IPL2018 #Final #CSKvSRH #IPL2018Final… https://t.co/yTROpVYzys,0.0,Neutral
42159,S Watson,"Who is Shane Watson?
CSK Fan : 
#CSKvSRH 
#IPL2018Final 
#ShaneWatson https://t.co/nlW0FcrO5L",3.182,Positive
42168,S Watson,"What a innings by Shane #watson
Csk wins💖💗💙💚#whistlepodu
#IPL2018Final #cskwins #PartyTohBantiHai #IPLFinal #IPLfinal2018 #",0.0,Neutral
42173,S Watson,"RT @Atheist_Krishna: Shane Watson in the final.
#IPL2018Final
#CSKvsSRH https://t.co/dyofbvF5DQ",0.0,Neutral
42206,S Watson,"Congratulations To CSK &amp; @msdhoni  For Amazing Victory, Well Done Watson . #CSKvsSRH

India Won Cricket Won IPL Won… https://t.co/sZ8ngNUpLn",9.530999999999999,Positive
42216,S Watson,"You cannot keep Aussies out of @IPL. Incredible, sensational innings by @ShaneRWatson33
U made the finals one sided… https://t.co/KnB8z5QQ4W",0.0,Neutral
42238,S Watson,"The DHONI Super Kings ! Watt-a-son ! 
#IPL2018Final #CSKvSRH #watson #IPLFinal #ChennaiSuperKings https://t.co/HWnmmTp0HM",6.688,Positive
42240,S Watson,Finally we won the #IPL2018Final. Proud to be a #Cskian. @ShaneRWatson33 u deserve it. It’s all bcoz of one man @msdhoni. 😍@ChennaiIPL,7.7829999999999995,Positive
42258,S Watson,"WATTO PLAYA शान बने Watson !!!#CSK's return to the #IPL brings them glory!
Methodical destruction ✊🏽🔥💥🏏 #IPL2018Final",3.753,Positive
42279,S Watson,WOW! What a inning played by SHANE WATSON. Congratulation CSK for winning 2018 ipl tournament. CSK is the most succ… https://t.co/6ffRljUaew,9.385,Positive
42303,S Watson,"Congrates to @ChennaiIPL for winning @IPL final 3rd time. Great batting by #shanewatson
#IPL2018Final #ipl #CSKvsSRH #csk #winner @msdhoni",8.176,Positive
42312,S Watson,"The DHONI Super Kings ! Watt-a-son ! 
#IPL2018Final #CSKvSRH #watson #IPLFinal #ChennaiSuperKings https://t.co/VB8quT2fT8",6.688,Positive
42347,S Watson,"“It’s elementary dear Watson” @shanerwatson33
#ipl2018final #IPL2018 #CSKvSRH",3.8179999999999996,Positive
42357,S Watson,"This is what we called ""The Epic comeback""💪😉🙌  @ChennaiIPL  #WhistlePodu  #IPL2018Final #CSKvSRH #Watson #IPLFinal… https://t.co/DZU8sIqqfo",0.0,Neutral
42364,S Watson,"What a greatest inning by @ShaneRWatson33 in #IPL2018Final
🙏🙏🙏🙏 https://t.co/qC99HaAFDK",6.369,Positive
42376,S Watson,History recalled thrice ! Congratulations team @ChennaiIPL &amp; @msdhoni for the Victory. Take a bow @ShaneRWatson33.… https://t.co/TpZZdcHYeY,6.36,Positive
42414,S Watson,#IPLfinal2018 #PartyTohBantiHai #4YearsOfModi #AAPReformedDelhiEducation BhuvneshwarKumar #RMALIV Watson Chennai SR… https://t.co/oUJpS22Eyj,0.0,Neutral
42420,S Watson,This is what dreams are made of! Overcome with this feeling of euphoria! @ShaneRWatson33 was just phenomenal!… https://t.co/GjzptB7bGy,8.591,Positive
42427,S Watson,"@Asli_Jacqueline Well played #Shanewatson
💯 #IPL2018Final !!!!     ☺👌👌👏👏",6.8759999999999994,Positive
42434,S Watson,"Watson 117* (57)  8 Sixes
SR 205.26 💪
#CSKvSRH 
#IPL2018Final
#Watto🔥
#WhistlePodu https://t.co/z01dwJoJ7Q",0.0,Neutral
42448,S Watson,"@StarSportsIndia @ShaneRWatson33 Srinivasan does not want to miss the team, he does not want to miss

# IPL2018Final
#CSKvSRH
#CSKvsSRH",1.139,Positive
42484,S Watson,Congratulations @ChennaiIPL @msdhoni @ImRaina @ShaneRWatson33 @RayuduAmbati @faf1307 @harbhajan_singh @DJBravo47… https://t.co/UJEmT4Jzdw,5.994000000000001,Positive
42493,S Watson,"Sunrisers Hyderabad Has Best Bowling Line-up In #IPL2018. 
Shane Watson:

 #IPL2018Final #SRHvsCSK #CSKvsSRH… https://t.co/h4dn9qYr5f",6.369,Positive
42540,S Watson,After 5 over SRH bowlers acted likes machines.. #SRH #CSK #WhistlePodu #CSKvSRH #IPL2018Final #watson #dhoni,4.215,Positive
42558,S Watson,What a knock under pressure...take a bow @ShaneRWatson33 🙏🙏🙏 what a come back...well played bro👏👏👏 #IPL2018Final #CSKvSRH  #ChampionsCSK,3.4000000000000004,Positive
42566,S Watson,"Congratulations team #CSK 😍😍
Wow. Third IPL title in seven seasons. Congratulations Watson on a brilliant century.… https://t.co/ZFjY2ZQdQM",9.468,Positive
42593,S Watson,"Finally old age team has won the IPL final..... 
Congratulations #CSK
Gr8 watson...... 
#IPL2018Final #CSKvSRH… https://t.co/8uvL3qfQtj",9.062,Positive
42595,S Watson,RT @VinasSmile: History recalled thrice ! Congratulations team @ChennaiIPL &amp; @msdhoni for the Victory. Take a bow @ShaneRWatson33. What a g…,6.36,Positive
42626,S Watson,"Who wouldve thought #Watson will hit 2 centuries this season! Class act.  

#IPL2018 #IPL2018Final #IPLfinal2018 #CSK #CSKvSRH",0.0,Neutral
42634,S Watson,"Watson has played a dream inning. It reminds me of that of the Ponting's in 2003 world cup final. 
Kaul couldn't de… https://t.co/UgmWUOJfPx",5.2669999999999995,Positive
42638,S Watson,#CSK #IPL2018 #SuperKings #SuperChamps! #WhistlePodu! #SunrisersHyderabad got #WATSONned! StUNned! init_rising… https://t.co/Vr07wtskFH,-3.753,Negative
42645,S Watson,"#IPL2018Final Congratulations @ChennaiIPL 👏👏
Salute for this man vintage Shane Watson he is winning hearts today Ja… https://t.co/glJQhNXEbu",8.074,Positive
42666,S Watson,@ChennaiIPL Won the tital of #IPL2018Final #congrat One man show @ShaneRWatson33 single-handed guided CSK to victor… https://t.co/QqNPImROLh,5.718999999999999,Positive
42670,S Watson,"Whats the difference b/w @SrBachchan &amp; @ShaneRWatson33?
Watson can feel superior without Oneplus 6 #IPL2018Final #CSKvSRH",5.423,Positive
42695,S Watson,"#CSK won the final....

Easy Victory.. 
#ShaneWatson 100* 

#CSK good.come back!!!
#IPL2018Final 2018 Namba… https://t.co/djP3Xhhh1B",8.164,Positive
42717,S Watson,Form is temporary it class is permanent!! #ShaneWatson is class apart!!! #IPL2018Final #ChennaiSuperKings,0.0,Neutral
42729,S Watson,#IPL2018Final CSK again for the third time!!! Watson nailed it!!! And Thala still having a simple smile on his face… https://t.co/Y3auMGrdYO,5.673,Positive
42763,S Watson,"Watson didn’t score a run in the first 10 deliveries he faced then started with a four and finished it off at 117 of 57..
#IPL2018Final",0.0,Neutral
42773,S Watson,"What a knock @ShaneRWatson33 
This is how experience negated best bowling attack of the season..
#IPL2018Final #CSKvsSRH",2.732,Positive
42775,S Watson,"When Life Gives You Injury And You Can't Run, Stand And Deliver Like Shane Watson. Hat-trick SIXES. 27 Off An Over.… https://t.co/WAl8T86r9A",-0.772,Negative
42780,S Watson,"#IPL2018Final Shane Watson right now:- kabhi kabhi lagta hai apun hi bhagwan hai!!!

Waaahhhtttt A Plaaaayyer!!!… https://t.co/Q1a6xFpLf0",0.0,Neutral
42799,S Watson,"Congrats team CSK 
#CSKvSRH #Dhoni #Watson #CSKFavourites #IPL2018Final #sureshraina",5.2669999999999995,Positive
42805,S Watson,Want to see Clarke interviewing Watson #CSKvSRH #CSK #Champions #IPL2018Final,0.772,Positive
42828,S Watson,@Sarmishtaiyer @CskIPLTeam @ShaneRWatson33 #IPL2018Final https://t.co/deByR0MxXD,0.0,Neutral
42829,S Watson,"It's not how we start, it's about how gracefully we end. Watson 1(11)* to 117(57)* 
#CSKvSRH #ShaneWatson #IPL2018Final",5.2669999999999995,Positive
42831,S Watson,Still remember how Wahab peppered Watson with bouncers in WC15 and yet he came on top and played match winning knoc… https://t.co/tTVZUPjT7G,7.65,Positive
42843,S Watson,"A match-winning innings by Watson and a supporting innings by Raina as CSK ace the chase comfortably.
#IPL2018Final 
#CSKvSRH",6.9079999999999995,Positive
42866,S Watson,"How to score a century the Shane Watson way: 

1) Don't score off your first 10 balls 🚫
2) Reach 💯 off the next 41… https://t.co/SyvmbGrIOW",0.258,Positive
42876,S Watson,Today's hero is @ShaneRWatson33 first player to score a century in the final of ipl during chase.  congratulations… https://t.co/k56IQEq7EU,5.574,Positive
42898,S Watson,"RT @DtPiyu: Watson ji out ho jao pls! 🙏
#CSKvSRH 
#SRHvCSK 
#IPL2018final",1.5110000000000001,Positive
42902,S Watson,"Age never Matter😋
Congratulations whistlePodu🏆
Watson👏 @ShaneRWatson33 #CSKvSRH  #IPL2018Final @ChennaiIPL @msdhoni #WhistlePodu",-4.847,Negative
42904,S Watson,What else can I ask for❤️ Brilliant knock by @ShaneRWatson33. @ChennaiIPL the unbeaten champions and @msdhoni being… https://t.co/VXZsLVglgx,8.02,Positive
42921,S Watson,Age is just a number only if you have got the size of biceps that Watson has. He just muscled #CSK to the trophy.… https://t.co/TH7eMclqYv,0.772,Positive
42922,S Watson,"RT @parvvkumar: Dhoni - has played 179 games for Sambhal

#Watson

# IPL2018Final https://t.co/JZhOYctyQl",3.4000000000000004,Positive
42925,S Watson,#IPL2018Final: A Blistering Innings By #ShaneWatson Seals the Final As CSK Beat #SRH In The #VIVOIPL2018. Watson Sc… https://t.co/JR3k22MlEY,0.0,Neutral
42942,S Watson,"#Watto_match #Csk @ChennaiIPL 
Probably Not seen heart pump temptation Today. Y bcoz... 
Watts on #Watson 🙏 Thor… https://t.co/X0CNN2ZvHm",0.0,Neutral
42943,S Watson,"#ChennaiSuperKings #CSK

* Excellent Batting Performance
* All Players Contributed
* Final - One Man #Watson 👏👏
* 3… https://t.co/cSDtO5EZHf",5.718999999999999,Positive
42945,S Watson,"After taking 11 balls to score his first run, @ShaneRWatson33 scores a 117* to take #CSK to #IPL2018 glory… https://t.co/co2hHCeroZ",0.0,Neutral
42947,S Watson,#ShaneWatson is worth his weight in gold as a game changer. Player of the tournament in #IPL2008 and man of the fin… https://t.co/8NEIoC07zB,2.263,Positive
42961,S Watson,Congratulations @ChennaiIPL #CSKvSRH #3time champion what a consistency great innings by @ShaneRWatson33 117* Capta… https://t.co/emz9n4pc4c,9.169,Positive
42962,S Watson,That was truly spectacular #ShaneWatson!!! What an incredible win for #CSK. @msdhoni you are the BEST. I’m celebrat… https://t.co/gUZOGmfL78,9.261000000000001,Positive
42986,S Watson,Congrats CSK team ! Watta win ... under Captain cool Dhoni! watson shown the real Aussie professionalism of steady… https://t.co/mjXjYq8mCP,8.774,Positive
43007,S Watson,"RT @navjivanindia: #IFC2018Final #CSKVSRH
IPL-11: Chennai Super Kings third-time champion, Shane Watson's excellent hundred https://t.co/Vbr3YtIvej",9.1,Positive
43031,S Watson,"#CSKvSRH
#CSK are #IPL champions for a third time. #ShaneWatson the man of the mass for the #WhistlePoduArmy… https://t.co/bQXQ1l5jJi",5.2669999999999995,Positive
43051,S Watson,Not to forget that Watson injury was a blessing in disguise. It ensured Watson was gonna play just one way. And onc… https://t.co/UXhzGeK9b0,3.54,Positive
43061,S Watson,"Watson
White Shark
#CSKvsSRH 
#IPL2018FINAL https://t.co/YDODWCJYus",0.0,Neutral
43068,S Watson,"RT @Vk_Sena: #CSK won the final....

Easy Victory.. 
#ShaneWatson 100* 

#CSK good.come back!!!
#IPL2018Final 2018 Namba #CSKvSRH = 4/top n…",8.164,Positive
43075,S Watson,"RT @chai_hater: Son : Dad apka favorite player kon rha IPL me ?
Dad *concentrating on match* - Watson ?

😍 #CSKvSRH #IPL2018Final",5.204,Positive
43088,S Watson,Watson is so lucky at first he was in Islamabad United and they won the  #PSL2018 and now he was in CSK and tehy wo… https://t.co/F6E85BNJbk,8.783,Positive
43093,S Watson,Congratulations...... #MSDTeam @ChennaiIPL Wellplayed @ShaneRWatson33 @msdhoni #IPL2018Final #IPL2018 #CSKvsSRH @IPL @BCCI @ICC,0.0,Neutral
43113,S Watson,"RT @JAYANTA070: #CSKvsSRH
#Congratulations to CSK for won #IPL2018Final specially to #ShaneWatson 
Truly CSK is  #SUPERKING.",7.65,Positive
43141,S Watson,Even Shane Watson will say that he’s played under the best captain there ever was - Dhoni (&amp; he’s from Australia)… https://t.co/UTLnIr6leF,7.65,Positive
43158,S Watson,"Champions of IPL 2018 :
     CSK 
Watson : 117*(57)
#CSKvSRH #IPL2018 #IPL2018Final",5.2669999999999995,Positive
43162,S Watson,RT @WisdenIndia: Watson's ton powers @ChennaiIPL to their third trophy as they trounce @SunRisers by eight wickets in the #IPL2018Final. @s…,0.0,Neutral
43191,S Watson,"IPL 2018 Final: Shane Watson hits his second century of the season. CSK  157/2 , chasing 179 vs SRH #CSKvSRH
#CSK… https://t.co/N4ecY6OZim",0.0,Neutral
43218,S Watson,"#IPL2K18
#CSKWon
#IPL2018Final 
#CSKvsSRH 
Well played
#shanewatson
#YellowPoduWhistlePodu 
Congratulations boys yo… https://t.co/3ZF67iRl2h",8.126,Positive
43224,S Watson,RT @ArnabCowswami: After the first maiden over by @BhuviOfficial who would have thought @ShaneRWatson33 will change the game the way he did…,0.0,Neutral
43235,S Watson,"RT @AndColorPockeT: Rashid will be beaten black and blue by Watson, enough of diplomacy.
#IPL2018Final",-4.215,Negative
43258,S Watson,Congratulations Champions 😍👏👏👌 @msdhoni @ShaneRWatson33 @faf1307 @ImRaina whataa a match 🔥🔥 #CSKvSRH #IPL2018Final,8.074,Positive
43275,S Watson,"I say it again, CSK deserves to play the 2019 World Cup.
#IPL2018Final #CSKvSRH #Watson",3.4000000000000004,Positive
43279,S Watson,Great ton by watson in world's toughest final❣️Huge respect man @ShaneRWatson33 #CSKvSRH #IPL2018Final #winners #Watson #century,7.845,Positive
43281,S Watson,"#SRH were 20-25 runs short with the way they batted, but the way Watson played, not sure if even 220 would have bee… https://t.co/IrUtn1zNee",1.672,Positive
43289,S Watson,RT @ddsportschannel: #IPL2018Final: A Blistering Innings By #ShaneWatson Seals the Final As CSK Beat #SRH In The #VIVOIPL2018. Watson Score…,0.0,Neutral
43296,S Watson,"@Surajit3011 Hence, proved.Started with a blasty batting from bravo and ended with Watson's one way traffic at same ground.#IPL2018Final",0.0,Neutral
43325,S Watson,Take a bow watto @ShaneRWatson33  #IPL2018Final,0.0,Neutral
43335,S Watson,"Great knock against #SRH 
#Watson 
#IPL2018Final 
#CSKvsSRH https://t.co/assrwVcYBw",6.2490000000000006,Positive
43341,S Watson,"RT @rakheshdb23: #CSKvSRH #IPL2018Final #IPL2018Final #Shane
 #Watson
M'SHANE GUN",-4.824,Negative
43350,S Watson,"WATTO PLAYA !!!! @ShaneRWatson33 

That’s how you bat in a final ! Took his time , got in there &amp; then exploded .… https://t.co/YPPycTgkGO",0.0,Neutral
43352,S Watson,RT @pcvijay630: First Team In IPL Finals To win Before 20 Overs...#CSKvSRH #WhistlePodu #IPL2018Final #SRH @ShaneRWatson33 Well enjoyed...G…,7.096,Positive
43364,S Watson,What Shane Watson did today was remarkable. Allowed the new swinginging ball to wear off then just played his strok… https://t.co/chddgMDjBu,7.184,Positive
43387,S Watson,"The champions are back,Watson's destructive knock ,Dhoni's exceptional captainship ,The champions are back with sty… https://t.co/EWGklWdaiG",4.215,Positive
43410,S Watson,Many congratulations @ChennaiIPL 👏 Deserved winners of #VIVOIPL 2018!😍 @ShaneRWatson33 was absolutely sensational🔥… https://t.co/mPCt2KGtjK,8.07,Positive
43427,S Watson,"#Dhoni for #WhiteHouse !! #IPL2018Final
#CSKvsSRH
Watson
#IPLFinal",0.0,Neutral
43434,S Watson,"#IPL2018Final Great knock by @ShaneRWatson33 117 not out off 57 balls, you did it for @ChennaiIPL",6.2490000000000006,Positive
43444,S Watson,"#IPL2018Final #CSKvSRH #WhistlePodu #ThalaDhoni CSK Won
What a comeback #WhistlePodu @msdhoni@ShaneRWatson33@ImRaina https://t.co/rF1LelNArm",5.718999999999999,Positive
43453,S Watson,"RT @Uk_Twittz: Watson 117* (57)  8 Sixes
SR 205.26 💪
#CSKvSRH 
#IPL2018Final
#Watto🔥
#WhistlePodu https://t.co/z01dwJoJ7Q",0.0,Neutral
43455,S Watson,Champions! We waited for 2 years to watch these guys! Shane Watson was absolutely sensational. Champion team and a… https://t.co/5zJTvqHzb5,8.467,Positive
43471,S Watson,This was the first match I saw this season &amp; what an inning by Watson 👏 Captain Cool @msdhoni never go wrong ... &amp;… https://t.co/5joua3h0Lo,5.9319999999999995,Positive
43500,S Watson,"The DHONI Super Kings ! Watt-a-son ! 
IPL2018Final CSK vs SRH watson IPLFinal Chennai Super Kings",8.55,Positive
43507,S Watson,I have no words for @ShaneRWatson33 😭😭😭 Whatta player mahn !! Take a bow 🙇🙇 #CSKvSRH #IPL2018Final,-4.184,Negative
43539,S Watson,I didn't appreciate what Ambati Raydu did... should have given Watson to make the winning shot.. :/ #IPL2018Final #CSKvSRH,-0.665,Negative
43547,S Watson,"RT @EastIndiaComedy: Watto knock by Shane Watson! 
Congrats Chennai Super Kings! #IPL2018Final #CSKvSRH https://t.co/vYtLd10JMn",8.353,Positive
43549,S Watson,"Riding on @ShaneRWatson33 's century, @msdhoni -led @ChennaiIPL lifts their third IPL trophy by comfortably defeati… https://t.co/nUeR6Y8CNW",4.215,Positive
43583,S Watson,"What an innings,#Shane_Watson and #mripl,A good job #Watto in this match !Everyone csk fans is proud feeling becz… https://t.co/xp8kwBHK2f",7.776999999999999,Positive
43589,S Watson,"What a great victory. Congrats #CSK and @ShaneRWatson33. A complete knock-out.
#CSKvSRH #IPL2018Final",8.176,Positive
43616,S Watson,"#IPL2018Final : #CSKvSRH :
SHINE 100 WATT SON!!! Congrats!!!

@ShaneRWatson33 https://t.co/mqqDKPL8p1",6.776,Positive
43617,S Watson,"Awesome Final match 
#IPL2018Final 
love #Watson 
East or west #ChennaiSuperKings is the best",9.26,Positive
43618,S Watson,https://t.co/toVkuKNFFk #IPL2018Final Watson,0.0,Neutral
43619,S Watson,Watson Rewrites History. Chennai Triumphs In IPL 2018 #SRH #CSK #IPLT2018 #IPL2018Final - Chennai... https://t.co/iqblOUpmu6,4.588,Positive
43632,S Watson,"RT @deepakkumar336: The DHONI Super Kings ! Watt-a-son ! 
#IPL2018Final #CSKvSRH #watson #IPLFinal #ChennaiSuperKings https://t.co/HWnmmTp0…",6.688,Positive
43633,S Watson,@ShaneRWatson33 #IPL2018Final Cometh the hour... Cometh the Man. Bravo!!,0.0,Neutral
43676,S Watson,"RT @sinha_sivasish: Story of #IPL2018Final 
Hero of the Final
Sir Shane Watson 😍
#CSKVSRH #Champions #WhistlePodu #Thala https://t.co/dyfTI…",5.574,Positive
43714,S Watson,"CSK finishes it in style.

 #Dhoni #Watson #CSK #CSKvSRH #WhistlePodu  #IPL2018Final #IPL2018",0.0,Neutral
43729,S Watson,"#IPL2018Final #CSKvsSRH Centurion @ShaneRWatson33 powers @ChennaiIPL to third @IPL title.
https://t.co/8tE73nlUMw",0.0,Neutral
43742,S Watson,#IPL2018Final #CSKvSRH  Ee sala Cup Namdhe..😂😂😂 well played CSK😍😍 Watson What a Son..😍😍😍👍👍,5.423,Positive
43746,S Watson,"https://t.co/toVkuKNFFk #IPL2018Final ""Watson""",0.0,Neutral
43747,S Watson,"#IPL2018Final

Marvelous Innings by #Shane Watson with 117 not out. Powerful comeback by #CSK and 3rd time IPL winner.",7.481999999999999,Positive
43753,S Watson,"@ChennaiIPL Kekaaaaa... Superb.. Performance.... Watson... And... No.. Words... About.. 
#Thala..... Dhoni...#IPL2018Final ...#CSK",0.0,Neutral
43770,S Watson,"MS Dhoni spoke of managing chaos , and Shane Watson provided a great demonstration of that in optimising his perfor… https://t.co/2htLALWOm8",5.423,Positive
43781,S Watson,#IPL2018Final  Chennai  super  king  for  win  1 ☄🌟🎻🚩 man   show  Watson,8.270999999999999,Positive
43782,S Watson,"RT @TrollDad007: Watson 😍😍🔥 
#IPL2018Final #CSKvSRH #CSKvsSRH https://t.co/tNXstplPmY",0.0,Neutral
43794,S Watson,@ShaneRWatson33 your Best moment Very Congratulations watson sir Unbeliveble your bating 2 Hundred this IPL and Far… https://t.co/HWsHolEGaZ,8.552999999999999,Positive
43809,S Watson,"My man did it!!!! 
@ShaneRWatson33 u beauty 🙏

#IPL2018Final 
#IPL2018 
#CSKvSRH https://t.co/zaKwRtAjN6",7.156000000000001,Positive
43828,S Watson,"No one can match tge awesomeness of captain Dhoni..
This tym Rayudu, watson shines under the captaincy..#chennai_wins #IPL2018Final",-2.96,Negative
43830,S Watson,@ShaneRWatson33 one man army #WhistlePodu #csk #win #VIVOIPL2018 #IPL2018Final,0.0,Neutral
43863,S Watson,"Congratulations 🎊 CSK! Well played Shane Watson.

Thank you SRH for the good tournament this year. Let's raise brig… https://t.co/aTbpP836Xw",9.200000000000001,Positive
43876,S Watson,"#watson right now 🤣😍🤣

#SRH #IPL2018Final #IPL2018 #IPLFinal
#IPL #CSKvsSRH #SRHvsCSK #CSK https://t.co/cNTQvkIgPh",0.0,Neutral
43882,S Watson,Entire CSK Unit and Billions of Fans Worldwide SaluteShane Watson for Great Performance When It Was Required in a B… https://t.co/eSDcVvTkDe,6.2490000000000006,Positive
43884,S Watson,Shane Watson played 10 dot balls first up. And then scored 117 of 47. I-N-S-A-N-E. #IPL2018Final,3.4000000000000004,Positive
43885,S Watson,"Things that get better with age :

3. Whiskey
2. Pickles
1. Shane Watson

@ShaneRWatson33  ..You Beauty😍❤
#CSKvSRH… https://t.co/nveVY4PqyS",4.404,Positive
43902,S Watson,"#WhistlePodu 😍😍  take a bow @ShaneRWatson33 🙏
#IPL2018Final",0.0,Neutral
43940,S Watson,"RT @whoshushant: #CSKvSRH 
#csk fans to Watson 
#IPL2018Final https://t.co/NVOb0qZIgK",0.0,Neutral
43942,S Watson,"Old pic....  of 
#ThalapathyVijay &amp; #ThalaDhoni 
#ChennaiSuperKings 
#IPL2018Final 
#WhistlePodu 
#CSKvSRH 
#Watson… https://t.co/FDyYT3EbkU",0.0,Neutral
43952,S Watson,Title after a long time. CSK - Champion Chennai Super Kings. #Watson take a bow. #Rayudu #Dhoni all contributed in… https://t.co/lnKb4AuRkn,8.316,Positive
43969,S Watson,Congratulations @ShaneRWatson33 on the match winning performance #Legend #IPL2018Final,8.074,Positive
43971,S Watson,"Shane Watson has now 4 IPL centuries. 
What a outstanding record. Wow 👏

#IPL2018Final",8.316,Positive
43974,S Watson,"2 min. silence for those, who thinks Watson becomes the Biggest villain in the final(After 4 overs)....😊… https://t.co/uBLeaLI6xt",-5.574,Negative
43980,S Watson,Congratulations @ChennaiIPL  for winning the @IPL 2018. What a batting performance by #Watson &amp; brilliant captaincy… https://t.co/9BHdNzsVrk,9.022,Positive
43983,S Watson,Shane Watson what an innings!! #Ipl #CSKvSRH #IPL2018Final,0.0,Neutral
43988,S Watson,"#CSKvsSRH #IPL2018Final 
What a match! 
Many congratulations to #CSK and #MSDhoni #Watson 
Great Sunday Entertainer.",8.977,Positive
43995,S Watson,"Did Watson took a revenge for what happened in 2016?
Anyway dats a great way for a comeback @ChennaiIPL
Kane Willia… https://t.co/mKe13pr3TS",1.779,Positive
44010,S Watson,"SRH fired by Dhoni s men, the result is Chennai Super Kings are the Champions    #CSKvSRH #Dhoni #IPLFinals #watson… https://t.co/3AGn2xiDf8",5.718999999999999,Positive
44017,S Watson,Woohoo! That’s what you call back with a bang!! Whatta a Knock in the big final! Take a bow Watson! Hat-trick SIXES… https://t.co/ETqutGtsQC,6.671,Positive
44021,S Watson,CSK for the win ⚡!!!!!  Great performance by Watson. Good craic. #CSKvsSRH #IPL2018Final,9.18,Positive
44025,S Watson,"Dear @rajasthanroyals ,

Thanks for @ShaneRWatson33 !!!

Sincerely,
@ChennaiIPL (Winner - #IPL2018)

#CSKvSRH… https://t.co/vaxzkN6S59",8.581999999999999,Positive
44031,S Watson,"Brilliant from #Watson
What an innings😍😍
Take a bow
 #IPL2018Final
#CSKvsSRH 
@ShaneRWatson33",5.859,Positive
44106,S Watson,Watson is a Damn good example of how  patience can get you anywhere! What a player! #IPL2018Final #CSKvsSRH #CSKvSRH #WhistlePodu,1.984,Positive
44111,S Watson,"Sikar to Sabhi Karte hai Per Sher Jaisa koi Nahi @ShaneRWatson33 😁💪
#CSKvsSRH Performance of the Season
#CSK 🏆… https://t.co/8gTJ0xZXsp",0.0,Neutral
44118,S Watson,"What!Son risers Hyderbad lost!
@ShaneRWatson33
#IPL2018
#IPL2018Final",-4.3740000000000006,Negative
44179,S Watson,Congratulations @cskiplchampions and well done @ShaneRWatson33 https://t.co/6EDPri6dwV,7.184,Positive
44181,S Watson,"one man show , superb @ShaneRWatson33 #ChennaiSuperKings congo , https://t.co/kbaDxZAxhy",6.2490000000000006,Positive
44211,S Watson,"#Watson this #IPL2018
555 runs (117 tonight)
35 6s (8 tonight)

#IPL2018Final #matchwinner #CSKvsSRH @ShaneRWatson33 👏👌",5.574,Positive
44222,S Watson,"SRH Bowlers- Phir aate hai Shane Watson,  bahut maara, dhaaga khol diya ekdum.  Wonderful inning from… https://t.co/jR7f1VmcNt",5.718999999999999,Positive
44228,S Watson,"Retweeted Times of India (@timesofindia):

#IPL2018Final #CSKvSRH | 

@ShaneRWatson33 century powers @ChennaiIPL to… https://t.co/efWiGUygFp",0.0,Neutral
44259,S Watson,"The DHONI Super Kings ! Watt-a-son ! 
#IPL2018Final #CSKvSRH #watson #IPLFinal #ChennaiSuperKings 
Congratulations… https://t.co/cJfix9pwdf",6.688,Positive
44269,S Watson,"117*(57) Watson just showed that age is just a number
Take a bow @ShaneRWatson33
#VIVOIPL #BESTvsBEST #IPL2018… https://t.co/TMG2kQ8zwZ",0.772,Positive
44275,S Watson,Some “ins(h)ane”hitting &amp; a blistering ton by Shane Watson! takes #ChennaiSuperKings to victory in #IPL2018Final… https://t.co/hHY99Z4ztL,0.0,Neutral
